Giá bán,Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất
565 triệu,Tp Hồ Chí Minh,Xã Xuân Thới Sơn,28,"Nhà ngõ, hẻm",Đã có sổ,,4,7,2,2,,
"4,8 tỷ",Tp Hồ Chí Minh,Phường 15,31,"Nhà ngõ, hẻm",Đã có sổ,,2.6,12,3,3,2,Nội thất cao cấp
"6,3 tỷ",Tp Hồ Chí Minh,Xã Nhơn Đức,90,Nhà phố liền kề,Đã có sổ,,5,18,4,5,3,Hoàn thiện cơ bản
"4,9 tỷ",Tp Hồ Chí Minh,Phường 15,49,"Nhà ngõ, hẻm",Đã có sổ,,4.1,12,3,4,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,5 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,84,"Nhà ngõ, hẻm",Đã có sổ,,4,21,3,2,2,Hoàn thiện cơ bản
"4,4 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,40,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
"3,2 tỷ",Tp Hồ Chí Minh,Phường 16,34,"Nhà ngõ, hẻm",Đã có sổ,,4,8.5,2,2,2,Hoàn thiện cơ bản
"5,35 tỷ",Đà Nẵng,Phường Phước Ninh,59,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,,,3,2,2,Nội thất đầy đủ
"2,5 tỷ",Bình Dương,Phường Tương Bình Hiệp,125,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,25,3,3,1,Nội thất đầy đủ
"6,15 tỷ",Hà Nội,Phường Phương Canh,40,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,5,Nội thất đầy đủ
,,,,,,,,,,,,
"5,95 tỷ",Tp Hồ Chí Minh,Phường 1,43,Nhà phố liền kề,Đã có sổ,,5.5,12,4,6,4,
"5,6 tỷ",Tp Hồ Chí Minh,Phường 12,54,"Nhà ngõ, hẻm",Đã có sổ,,3,18,5,3,4,Nội thất cao cấp
,,,,,,,,,,,,
"5,6 tỷ",Tp Hồ Chí Minh,Phường Long Trường (Quận 9 cũ),94,"Nhà ngõ, hẻm",Đã có sổ,,5,,4,3,3,
,,,,,,,,,,,,
7 tỷ,Tp Hồ Chí Minh,Phường Bình Hưng Hòa,80,"Nhà ngõ, hẻm",Đã có sổ,,4,20,4,,3,Nội thất đầy đủ
"1,2 tỷ",Tp Hồ Chí Minh,Xã Tân Quý Tây,80,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,16,3,3,3,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,8 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,4,4,5,Nội thất cao cấp
6 tỷ,Tp Hồ Chí Minh,Phường Long Thạnh Mỹ (Quận 9 cũ),97,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,,,
"2,78 tỷ",Tp Hồ Chí Minh,Phường Tân Thuận Đông,22.4,"Nhà ngõ, hẻm",Đã có sổ,,3.2,7,2,3,,
"10,8 tỷ",Tp Hồ Chí Minh,Phường Tân Quý,85,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,17,4,,3,Nội thất cao cấp
"9,2 tỷ",Tp Hồ Chí Minh,Phường An Lạc,58,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,14.5,5,4,3,
"8,45 tỷ",Tp Hồ Chí Minh,Phường Thới An,97,"Nhà ngõ, hẻm",Đã có sổ,,6.5,20,4,,,Nội thất cao cấp
"5,55 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,52,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,12,2,2,2,
,,,,,,,,,,,,
2 tỷ,Tp Hồ Chí Minh,Phường 17,19,"Nhà ngõ, hẻm",Đã có sổ,,,,1,1,,
"6,8 tỷ",Tp Hồ Chí Minh,Phường 10,56,"Nhà ngõ, hẻm",Đã có sổ,,3.9,14.5,4,3,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"9,2 tỷ",Tp Hồ Chí Minh,Phường Phú Thuận,61,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,4,4,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,5 tỷ",Tp Hồ Chí Minh,Phường 1,24,"Nhà ngõ, hẻm",Đã có sổ,,3.3,7.4,3,2,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
"8,2 tỷ",Tp Hồ Chí Minh,Phường 11,50,"Nhà ngõ, hẻm",Đã có sổ,,5,10,3,4,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,5 tỷ",Đà Nẵng,Phường An Hải Đông,72,"Nhà ngõ, hẻm",Đã có sổ,,3.3,21,3,2,2,
,,,,,,,,,,,,
"2,3 tỷ",Tp Hồ Chí Minh,Xã Xuân Thới Thượng,79.9,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,Đông Bắc,7,11.5,1,1,,
"2,19 tỷ",Tp Hồ Chí Minh,Xã Vĩnh Lộc B,40,"Nhà ngõ, hẻm",Đang chờ sổ,Đông,4,10,2,2,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,29 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,71,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.6,16,4,5,4,Hoàn thiện cơ bản
"6,18 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,55,"Nhà ngõ, hẻm",Đã có sổ,,5.5,10,4,5,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,7 tỷ",Tp Hồ Chí Minh,Phường An Lạc,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,4,3,4,Nội thất đầy đủ
,,,,,,,,,,,,
"4,7 tỷ",Tp Hồ Chí Minh,Phường 16,45.1,"Nhà ngõ, hẻm",Đã có sổ,,4.2,12,2,2,2,Hoàn thiện cơ bản
"4,05 tỷ",Đồng Nai,Phường An Bình,60,"Nhà ngõ, hẻm",Đã có sổ,Bắc,5,12,3,3,,
"1,2 tỷ",Tp Hồ Chí Minh,Xã Phước Vĩnh An,68,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,17,2,1,1,
"7,2 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,140,"Nhà ngõ, hẻm",Đã có sổ,,10,14,4,4,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,68 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,2,2,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,75 tỷ",Đồng Nai,Phường Trảng Dài,94,"Nhà ngõ, hẻm",Đã có sổ,,4.5,21,3,2,2,Nội thất cao cấp
,,,,,,,,,,,,
"4,3 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,52,"Nhà ngõ, hẻm",Đã có sổ,,,,2,2,,
"1,7 tỷ",Tp Hồ Chí Minh,Phường Thạnh Xuân,30,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3.5,9,4,,,
"5,9 tỷ",Đà Nẵng,Phường Hòa Thọ Đông,92,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.3,21,3,2,2,Nội thất đầy đủ
"8,5 tỷ",Tp Hồ Chí Minh,Phường Phú Hữu (Quận 9 cũ),75,Nhà phố liền kề,Đã có sổ,,5,15,3,,3,
750 triệu,Tp Hồ Chí Minh,Phường Hiệp Thành,20,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Bắc,3.3,6,2,2,1,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,86 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,4,5,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,79 tỷ",Tp Hồ Chí Minh,Phường 15,62,Nhà phố liền kề,Đã có sổ,,4,15.6,4,5,,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,79 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,52,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,14,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,8 tỷ",Tp Hồ Chí Minh,Xã Phong Phú,75,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,15,5,4,,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,2 tỷ",Đồng Nai,Phường Phước Tân,140,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tây,5,28,2,1,,
,,,,,,,,,,,,
"3,35 tỷ",Tp Hồ Chí Minh,Xã Tân Thạnh Đông,107,"Nhà mặt phố, mặt tiền",Đã có sổ,,9.5,22,3,2,2,
9 tỷ,Tp Hồ Chí Minh,Phường Linh Tây (Quận Thủ Đức cũ),48.4,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,4,12,2,2,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,3 tỷ",Tp Hồ Chí Minh,Phường Trung Mỹ Tây,63,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.5,14,4,5,4,Nội thất cao cấp
"4,05 tỷ",Hà Nội,Phường Phúc Tân,31,"Nhà ngõ, hẻm",Đã có sổ,,,,3,3,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,5 tỷ",Đà Nẵng,Phường Thanh Khê Đông,50,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,4,Nội thất cao cấp
,,,,,,,,,,,,
"10,3 tỷ",Hà Nội,Phường Việt Hưng,50,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,5,5,
,,,,,,,,,,,,
"2,18 tỷ",Long An,Xã Mỹ Hạnh Nam,160,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,5,32,4,3,,Nội thất cao cấp
9 tỷ,Tp Hồ Chí Minh,Phường Thạnh Mỹ Lợi (Quận 2 cũ),110,"Nhà ngõ, hẻm",Đã có sổ,,5.6,22,2,2,1,Hoàn thiện cơ bản
"5,95 tỷ",Bình Dương,Phường Dĩ An,148.2,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,,,
4 tỷ,Tp Hồ Chí Minh,Phường Bình Trị Đông,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,4,4,2,Nội thất đầy đủ
,,,,,,,,,,,,
7 tỷ,Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),80,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
"5,15 tỷ",Đà Nẵng,Phường Hòa Cường Bắc,67,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,,,3,,,
,,,,,,,,,,,,
16 tỷ,Hà Nội,Phường Vạn Phúc,64,"Nhà ngõ, hẻm",Đã có sổ,,,,1,,,
"2,9 tỷ",Tp Hồ Chí Minh,Phường 16,24,"Nhà ngõ, hẻm",Đã có sổ,,4,6,4,3,5,Nội thất đầy đủ
"2,6 tỷ",Bình Dương,Phường Phú Mỹ,141,"Nhà ngõ, hẻm",Đã có sổ,,6.4,22,2,2,1,Hoàn thiện cơ bản
"2,88 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,60,"Nhà ngõ, hẻm",Đã có sổ,Tây,5,12,2,3,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"14,7 tỷ",Lâm Đồng,Phường 11,200,Nhà biệt thự,Đã có sổ,Đông Nam,10,20,6,6,2,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"10,5 tỷ",Tp Hồ Chí Minh,Phường 10,72,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,18,3,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Tp Hồ Chí Minh,Phường 5,58,"Nhà ngõ, hẻm",Đã có sổ,,3.6,16,6,,,
"6,28 tỷ",Tp Hồ Chí Minh,Phường Thới An,66,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,5,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,86 tỷ",Tp Hồ Chí Minh,Phường 18,111,"Nhà ngõ, hẻm",Đã có sổ,,8.2,14,5,5,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,2 tỷ",Tp Hồ Chí Minh,Phường Tây Thạnh,53,"Nhà ngõ, hẻm",Đã có sổ,,4.4,12,2,2,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,6 tỷ",Tp Hồ Chí Minh,Phường Trung Mỹ Tây,72,"Nhà ngõ, hẻm",Đã có sổ,,4.5,16,3,3,3,
,,,,,,,,,,,,
"4,95 tỷ",Hà Nội,Xã Nhị Khê,38,"Nhà ngõ, hẻm",Đã có sổ,,,,4,3,,
,,,,,,,,,,,,
,,,,,,,,,,,,
9 tỷ,Tp Hồ Chí Minh,Phường 9,52,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,13,5,3,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,7 tỷ",Tp Hồ Chí Minh,Phường 6,66,"Nhà ngõ, hẻm",Đã có sổ,,6.5,11,4,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),52,Nhà phố liền kề,Đã có sổ,,4.2,12.5,4,4,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,68 tỷ",Tp Hồ Chí Minh,Phường 13,88,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,22,7,Nhiều hơn 6,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,2 tỷ",Tp Hồ Chí Minh,Phường 15,35,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
"5,6 tỷ",Tp Hồ Chí Minh,Phường 16,64,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4,16,4,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
"4,99 tỷ",Đà Nẵng,Phường Hòa Minh,70,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.1,17.1,3,3,,Nội thất cao cấp
,,,,,,,,,,,,
"8,6 tỷ",Tp Hồ Chí Minh,Phường 15,96,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4,24,nhiều hơn 10,Nhiều hơn 6,4,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
31 tỷ,Tp Hồ Chí Minh,Phường 11,90.2,"Nhà ngõ, hẻm",Đã có sổ,,7.8,12,nhiều hơn 10,Nhiều hơn 6,,Nội thất cao cấp
"6,48 tỷ",Tp Hồ Chí Minh,Phường 16,70,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
"4,85 tỷ",Bình Dương,Phường Đông Hòa,70,"Nhà ngõ, hẻm",Đã có sổ,,4,,3,,,
,,,,,,,,,,,,
"18,7 tỷ",Tp Hồ Chí Minh,Phường 14,64,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.26,15,5,5,6,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,3 tỷ",Tp Hồ Chí Minh,Phường Trung Mỹ Tây,60,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4,15,3,3,2,Nội thất đầy đủ
"6,99 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,64,"Nhà ngõ, hẻm",Đã có sổ,,4,16,4,5,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"9,5 tỷ",Tp Hồ Chí Minh,Phường 15,75,"Nhà ngõ, hẻm",Đã có sổ,,,,5,6,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"41,5 tỷ",Hà Nội,Thị trấn Trạm Trôi,296,Nhà biệt thự,Đã có sổ,,14,,8,6,5,Bàn giao thô
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,58 tỷ",Tp Hồ Chí Minh,Phường 2,24,"Nhà ngõ, hẻm",Đã có sổ,,3.2,7.6,2,3,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,8 tỷ",Vĩnh Long,Xã Mỹ Hòa,95,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,5,19,4,5,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
"3,3 tỷ",Tây Ninh,Xã Thạnh Đông,249.5,"Nhà mặt phố, mặt tiền",Đã có sổ,,11.8,31.5,2,1,,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"13,9 tỷ",Tp Hồ Chí Minh,Phường 2,64,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,16,2,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,5 tỷ",Tp Hồ Chí Minh,Phường An Lạc,49.4,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.95,12,1,1,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
850 triệu,Tây Ninh,Xã An Tịnh,200,"Nhà ngõ, hẻm",Đã có sổ,,5,40,2,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,48 tỷ",Tp Hồ Chí Minh,Phường 8,42,"Nhà ngõ, hẻm",Đã có sổ,,4,10,4,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
